sex,age,height,weight,year,season,sport,event,medal
F,22,170,64,1956,Summer,Athletics,Athletics Women's 100 metres,Bronze
F,22,170,64,1956,Summer,Athletics,Athletics Women's 200 metres,Bronze
M,17,190,92,1948,Summer,Athletics,Athletics Men's Decathlon,Gold
M,21,190,92,1952,Summer,Athletics,Athletics Men's Decathlon,Gold
M,31,180,77,1976,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
M,31,180,77,1976,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
F,19,168,62,1980,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
M,30,176,72,1964,Summer,Football,Football Men's Football,Silver
F,19,158,53,1952,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
F,27,158,53,1960,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
M,22,188,89,1952,Summer,Athletics,Athletics Men's 400 metres,Bronze
M,22,188,89,1952,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
M,19,200,120,1964,Summer,Athletics,Athletics Men's Shot Put,Silver
M,23,200,120,1968,Summer,Athletics,Athletics Men's Shot Put,Gold
M,21,159,56,1960,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
F,24,169,63,1976,Summer,Volleyball,Volleyball Women's Volleyball,Gold
M,26,170,65,1968,Summer,Football,Football Men's Football,Bronze
F,20,173,74,1964,Summer,Volleyball,Volleyball Women's Volleyball,Gold
F,28,173,74,1972,Summer,Volleyball,Volleyball Women's Volleyball,Silver
F,22,170,65,1964,Summer,Volleyball,Volleyball Women's Volleyball,Gold
M,36,181,86,1964,Summer,Shooting,Shooting Men's Trap,Gold
M,28,178,72,1976,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
M,28,178,72,1976,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
M,17,189,74,1968,Summer,Swimming,Swimming Men's 100 metres Backstroke,Gold
M,17,189,74,1968,Summer,Swimming,Swimming Men's 200 metres Backstroke,Gold
M,17,189,74,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,21,189,74,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
M,21,189,74,1972,Summer,Swimming,Swimming Men's 100 metres Backstroke,Gold
M,21,189,74,1972,Summer,Swimming,Swimming Men's 200 metres Backstroke,Gold
M,21,189,74,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,25,189,74,1976,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze
M,30,185,78,1964,Summer,Athletics,Athletics Men's 20 kilometres Walk,Gold
F,21,165,57,1956,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
M,20,187,81,1968,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
M,24,187,81,1972,Summer,Athletics,Athletics Men's 400 metres,Gold
M,19,181,75,1980,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
M,21,182,82,1952,Summer,Basketball,Basketball Men's Basketball,Bronze
M,26,182,82,1956,Summer,Basketball,Basketball Men's Basketball,Bronze
M,25,177,75,1960,Summer,Football,Football Men's Football,Gold
M,22,186,80,1968,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,27,175,72,1976,Summer,Football,Football Men's Football,Bronze
F,20,176,70,1976,Summer,Handball,Handball Women's Handball,Silver
F,24,176,70,1980,Summer,Handball,Handball Women's Handball,Bronze
F,22,172,70,1936,Summer,Athletics,Athletics Women's Discus Throw,Gold
M,25,191,87,1972,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,26,182,78,1972,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
M,27,179,77,1964,Summer,Fencing,"Fencing Men's Sabre, Individual",Bronze
M,27,179,77,1964,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,31,179,77,1968,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
F,23,168,60,1980,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
M,25,196,86,1976,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,22,200,99,1976,Summer,Basketball,Basketball Men's Basketball,Gold
M,23,192,89,1960,Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver
M,22,185,81,1956,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,26,185,81,1960,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,30,185,81,1964,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,34,185,81,1968,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,22,181,71,1980,Summer,Sailing,Sailing Mixed One Person Dinghy,Silver
M,20,190,94,1980,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,21,190,82,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
M,21,190,82,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
M,25,190,82,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
M,25,190,82,1972,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
M,26,156,60,1980,Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
M,24,180,73,1980,Summer,Football,Football Men's Football,Gold
M,26,173,60,1972,Summer,Boxing,Boxing Men's Lightweight,Bronze
M,19,183,70,1972,Summer,Swimming,Swimming Men's 400 metres Freestyle,Bronze
M,19,183,70,1972,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,25,177,71,1964,Summer,Hockey,Hockey Men's Hockey,Bronze
M,25,203,102,1952,Summer,Basketball,Basketball Men's Basketball,Gold
M,25,198,98,1964,Summer,Basketball,Basketball Men's Basketball,Gold
M,26,162,57,1960,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
F,20,175,64,1976,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
F,17,177,66,1968,Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
F,17,177,66,1968,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
M,21,170,70,1960,Summer,Boxing,Boxing Men's Light-Middleweight,Gold
F,22,162,58,1952,Summer,Diving,Diving Women's Springboard,Gold
F,22,162,58,1952,Summer,Diving,Diving Women's Platform,Gold
F,26,162,58,1956,Summer,Diving,Diving Women's Springboard,Gold
F,26,162,58,1956,Summer,Diving,Diving Women's Platform,Gold
M,22,183,78,1948,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
M,20,170,64,1964,Summer,Boxing,Boxing Men's Lightweight,Bronze
F,23,176,55,1956,Summer,Athletics,Athletics Women's High Jump,Gold
M,21,185,82,1980,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,19,183,77,1972,Summer,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
M,27,178,64,1976,Summer,Sailing,Sailing Mixed Multihull,Silver
M,20,191,84,1964,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,24,188,89,1980,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,20,185,80,1964,Summer,Swimming,Swimming Men's 100 metres Freestyle,Silver
F,20,173,59,1964,Summer,Athletics,Athletics Women's 100 metres,Silver
F,20,173,59,1964,Summer,Athletics,Athletics Women's 200 metres,Gold
F,20,173,59,1964,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
M,26,185,81,1956,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,26,167,75,1976,Summer,Hockey,Hockey Men's Hockey,Gold
M,19,173,70,1972,Summer,Swimming,Swimming Men's 200 metres Individual Medley,Silver
M,19,173,70,1972,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Silver
M,23,173,70,1976,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Silver
M,26,185,72,1948,Summer,Athletics,Athletics Men's 400 metres,Silver
M,30,185,72,1952,Summer,Athletics,Athletics Men's 100 metres,Silver
M,30,185,72,1952,Summer,Athletics,Athletics Men's 400 metres,Silver
M,30,185,72,1952,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
M,21,186,80,1968,Summer,Swimming,Swimming Men's 100 metres Breaststroke,Gold
M,21,186,80,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,19,193,89,1956,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,23,193,89,1960,Summer,Rowing,Rowing Men's Coxed Eights,Silver
F,24,160,55,1980,Summer,Hockey,Hockey Women's Hockey,Gold
M,24,186,79,1956,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,24,186,82,1956,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,18,184,74,1956,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze
M,21,184,74,1960,Summer,Swimming,Swimming Men's 100 metres Backstroke,Silver
M,21,184,74,1960,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,25,192,86,1976,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,31,183,91,1960,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
F,18,170,57,1976,Summer,Athletics,Athletics Women's Long Jump,Silver
M,24,180,68,1952,Summer,Athletics,"Athletics Men's 1,500 metres",Silver
M,20,212,95,1972,Summer,Basketball,Basketball Men's Basketball,Silver
M,32,192,97,1964,Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
M,23,183,85,1980,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,21,175,60,1956,Summer,Boxing,Boxing Men's Lightweight,Gold
M,24,175,60,1960,Summer,Boxing,Boxing Men's Lightweight,Bronze
M,23,183,79,1964,Summer,Hockey,Hockey Men's Hockey,Bronze
M,29,183,70,1968,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
M,33,183,70,1972,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
M,33,183,70,1972,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
M,23,185,72,1936,Summer,Athletics,Athletics Men's Pole Vault,Gold
F,25,168,55,1936,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
F,23,172,65,1980,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
M,26,186,84,1972,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
F,14,160,49,1972,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,27,190,102,1964,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
M,31,190,102,1968,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
M,34,190,102,1972,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
M,25,179,75,1972,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
M,22,192,101,1976,Summer,Athletics,Athletics Men's Javelin Throw,Bronze
M,21,176,68,1980,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,25,182,80,1960,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
M,27,176,70,1968,Summer,Boxing,Boxing Men's Light-Middleweight,Bronze
M,25,179,79,1968,Summer,Rowing,Rowing Men's Single Sculls,Silver
M,26,186,74,1952,Summer,Fencing,"Fencing Men's epee, Team",Bronze
M,27,196,85,1976,Summer,Handball,Handball Men's Handball,Bronze
M,26,177,82,1980,Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
M,34,183,86,1964,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
M,42,183,86,1972,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
F,18,168,57,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,23,175,76,1960,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
M,22,185,81,1968,Summer,Rowing,Rowing Men's Coxless Fours,Silver
M,21,186,81,1968,Summer,Rowing,Rowing Men's Coxless Fours,Silver
F,27,174,88,1972,Summer,Athletics,Athletics Women's Discus Throw,Gold
M,26,175,68,1964,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,24,184,86,1972,Summer,Water Polo,Water Polo Men's Water Polo,Gold
F,22,170,65,1980,Summer,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
M,27,173,86,1972,Summer,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Silver
M,26,178,72,1968,Summer,Football,Football Men's Football,Gold
M,24,184,78,1960,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,44,176,68,1980,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
M,30,204,110,1980,Summer,Basketball,Basketball Men's Basketball,Silver
M,22,180,86,1976,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
M,26,180,86,1980,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
M,26,180,86,1980,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
M,19,163,60,1960,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
M,19,163,60,1960,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
M,23,163,60,1964,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
M,23,163,60,1964,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
M,23,163,60,1964,Summer,Gymnastics,Gymnastics Men's Rings,Silver
F,24,171,85,1972,Summer,Athletics,Athletics Women's Discus Throw,Silver
M,25,183,70,1936,Summer,Rowing,Rowing Men's Coxless Fours,Gold
M,20,180,73,1972,Summer,Athletics,Athletics Men's 200 metres,Bronze
M,28,180,73,1980,Summer,Athletics,Athletics Men's 200 metres,Gold
M,28,180,73,1980,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
M,37,183,100,1964,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
M,22,178,81,1960,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
M,20,181,84,1956,Summer,Basketball,Basketball Men's Basketball,Bronze
M,20,190,88,1952,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,24,190,88,1956,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
F,27,171,61,1980,Summer,Archery,Archery Women's Individual,Bronze
M,32,180,83,1968,Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Silver
M,23,193,89,1960,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,27,181,80,1960,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
M,27,181,80,1960,Summer,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,Silver
M,27,181,78,1968,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
M,22,188,87,1964,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
M,24,183,80,1936,Summer,Athletics,Athletics Men's Triple Jump,Bronze
M,26,180,82,1936,Summer,Athletics,Athletics Men's 100 metres,Silver
M,26,180,82,1936,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
F,25,166,62,1976,Summer,Basketball,Basketball Women's Basketball,Bronze
F,29,166,62,1980,Summer,Basketball,Basketball Women's Basketball,Silver
F,16,184,76,1980,Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver
F,16,184,76,1980,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,16,184,76,1980,Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
F,16,184,76,1980,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,17,180,77,1964,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,21,184,90,1960,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
M,25,184,90,1964,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
M,29,184,90,1968,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
F,19,180,82,1976,Summer,Rowing,Rowing Women's Coxed Fours,Gold
F,23,180,82,1980,Summer,Rowing,Rowing Women's Coxed Eights,Gold
M,55,168,75,1960,Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
M,20,179,70,1980,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
M,25,166,62,1956,Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
F,16,170,52,1968,Summer,Swimming,Swimming Women's 200 metres Freestyle,Gold
F,16,170,52,1968,Summer,Swimming,Swimming Women's 400 metres Freestyle,Gold
F,16,170,52,1968,Summer,Swimming,Swimming Women's 800 metres Freestyle,Gold
M,23,183,84,1964,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,27,183,84,1968,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,34,185,90,1972,Summer,Sailing,Sailing Mixed Two Person Keelboat,Bronze
F,21,175,61,1976,Summer,Basketball,Basketball Women's Basketball,Silver
M,17,179,56,1960,Summer,Boxing,Boxing Men's Featherweight,Bronze
F,16,188,70,1972,Summer,Athletics,Athletics Women's High Jump,Gold
F,23,165,63,1976,Summer,Handball,Handball Women's Handball,Silver
M,19,175,68,1976,Summer,Archery,Archery Men's Individual,Silver
M,23,191,85,1972,Summer,Rowing,Rowing Men's Coxed Eights,Silver
F,26,177,66,1968,Summer,Athletics,Athletics Women's Pentathlon,Gold
F,29,177,66,1972,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
F,23,181,73,1976,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
M,28,175,75,1960,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,33,175,75,1964,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,36,175,58,1956,Summer,Athletics,Athletics Men's Marathon,Silver
M,34,183,73,1948,Summer,Athletics,Athletics Men's 10 kilometres Walk,Gold
M,38,183,73,1952,Summer,Athletics,Athletics Men's 10 kilometres Walk,Gold
M,22,165,59,1972,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
M,32,178,69,1956,Summer,Athletics,Athletics Men's 20 kilometres Walk,Silver
M,22,182,79,1972,Summer,Handball,Handball Men's Handball,Silver
M,27,183,81,1964,Summer,Athletics,Athletics Men's 110 metres Hurdles,Bronze
M,19,185,81,1968,Summer,Football,Football Men's Football,Silver
M,23,164,60,1968,Summer,Boxing,Boxing Men's Featherweight,Bronze
F,20,176,64,1980,Summer,Basketball,Basketball Women's Basketball,Silver
F,22,176,69,1976,Summer,Basketball,Basketball Women's Basketball,Bronze
F,26,176,69,1980,Summer,Basketball,Basketball Women's Basketball,Silver
F,30,163,62,1968,Summer,Volleyball,Volleyball Women's Volleyball,Gold
M,19,179,64,1976,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
M,22,183,79,1972,Summer,Athletics,Athletics Men's 110 metres Hurdles,Gold
M,33,195,105,1968,Summer,Athletics,Athletics Men's Discus Throw,Silver
M,25,174,74,1980,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
M,23,176,75,1960,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
M,26,170,76,1976,Summer,Weightlifting,Weightlifting Men's Middleweight,Silver
M,21,189,87,1972,Summer,Handball,Handball Men's Handball,Gold
M,22,179,77,1952,Summer,Athletics,Athletics Men's Javelin Throw,Silver
M,28,180,68,1972,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
M,22,183,79,1968,Summer,Athletics,Athletics Men's 100 metres,Silver
M,25,183,79,1972,Summer,Athletics,Athletics Men's 100 metres,Bronze
M,24,173,64,1976,Summer,Sailing,Sailing Mixed Two Person Dinghy,Silver
M,26,180,68,1964,Summer,Athletics,"Athletics Men's 10,000 metres",Gold
M,17,193,89,1968,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze
M,17,193,89,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,24,186,85,1976,Summer,Basketball,Basketball Men's Basketball,Bronze
M,28,186,85,1980,Summer,Basketball,Basketball Men's Basketball,Bronze
F,24,183,73,1980,Summer,Handball,Handball Women's Handball,Silver
M,31,178,80,1956,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
M,27,170,56,1948,Summer,Athletics,"Athletics Men's 10,000 metres",Silver
M,31,170,56,1952,Summer,Athletics,"Athletics Men's 5,000 metres",Silver
M,31,170,56,1952,Summer,Athletics,"Athletics Men's 10,000 metres",Silver
M,35,170,56,1956,Summer,Athletics,Athletics Men's Marathon,Gold
M,23,196,87,1964,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,27,196,87,1968,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,31,196,87,1972,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,23,186,84,1960,Summer,Basketball,Basketball Men's Basketball,Silver
M,21,174,72,1976,Summer,Football,Football Men's Football,Bronze
M,23,156,60,1956,Summer,Weightlifting,Weightlifting Men's Featherweight,Silver
M,27,156,60,1960,Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
M,27,185,82,1964,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
M,21,178,71,1972,Summer,Boxing,Boxing Men's Light-Middleweight,Bronze
M,26,193,130,1976,Summer,Athletics,Athletics Men's Shot Put,Silver
M,20,164,51,1980,Summer,Boxing,Boxing Men's Flyweight,Silver
M,23,189,83,1964,Summer,Basketball,Basketball Men's Basketball,Bronze
F,35,169,60,1980,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
F,25,178,73,1976,Summer,Rowing,Rowing Women's Coxed Fours,Bronze
M,19,183,75,1980,Summer,Swimming,Swimming Men's 100 metres Breaststroke,Silver
M,19,183,75,1980,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
M,19,183,75,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,27,185,88,1972,Summer,Handball,Handball Men's Handball,Gold
M,21,173,51,1960,Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
M,25,173,51,1964,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,25,183,71,1980,Summer,Athletics,Athletics Men's 400 metres,Silver
F,26,170,56,1980,Summer,Basketball,Basketball Women's Basketball,Bronze
M,20,170,75,1976,Summer,Weightlifting,Weightlifting Men's Middleweight,Gold
M,21,161,62,1960,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,25,161,62,1964,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,21,184,76,1968,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,22,193,84,1964,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,20,154,58,1960,Summer,Weightlifting,Weightlifting Men's Bantamweight,Silver
M,24,154,58,1964,Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
M,28,154,58,1968,Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
M,23,156,60,1968,Summer,Weightlifting,Weightlifting Men's Featherweight,Bronze
F,27,172,56,1964,Summer,Volleyball,Volleyball Women's Volleyball,Gold
M,30,170,68,1968,Summer,Football,Football Men's Football,Bronze
M,27,172,67,1968,Summer,Football,Football Men's Football,Bronze
M,23,154,52,1980,Summer,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze
F,22,174,74,1976,Summer,Rowing,Rowing Women's Coxed Fours,Silver
F,26,174,74,1980,Summer,Rowing,Rowing Women's Coxed Fours,Silver
M,25,175,78,1968,Summer,Fencing,"Fencing Men's epee, Team",Silver
M,29,175,78,1972,Summer,Fencing,"Fencing Men's epee, Team",Bronze
F,19,165,56,1972,Summer,Swimming,Swimming Women's 200 metres Butterfly,Gold
M,30,175,70,1960,Summer,Athletics,Athletics Men's 800 metres,Silver
M,28,185,80,1964,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
M,28,185,80,1964,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
F,27,175,82,1936,Summer,Athletics,Athletics Women's Discus Throw,Bronze
M,26,172,66,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,183,73,1936,Summer,Basketball,Basketball Men's Basketball,Gold
M,23,185,92,1968,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,27,185,92,1972,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,30,185,92,1976,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,34,185,92,1980,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,23,193,86,1976,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,27,193,86,1980,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,28,184,74,1968,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
M,18,192,83,1956,Summer,Swimming,Swimming Men's 100 metres Backstroke,Silver
M,30,172,74,1964,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,34,172,74,1968,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,19,178,75,1960,Summer,Boxing,Boxing Men's Middleweight,Bronze
M,27,178,75,1968,Summer,Boxing,Boxing Men's Light-Heavyweight,Silver
M,21,180,72,1980,Summer,Hockey,Hockey Men's Hockey,Silver
M,23,176,80,1976,Summer,Fencing,"Fencing Men's Foil, Team",Silver
M,24,181,93,1972,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,28,181,93,1976,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,32,181,93,1980,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,28,181,93,1972,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,32,181,93,1976,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,23,182,83,1976,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,20,184,83,1968,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
M,21,191,88,1976,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
M,21,191,88,1976,Summer,Swimming,Swimming Men's 200 metres Freestyle,Bronze
M,21,191,88,1976,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,21,191,88,1976,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,28,172,64,1948,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
M,25,165,54,1976,Summer,Boxing,Boxing Men's Bantamweight,Silver
F,22,157,53,1972,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
M,22,185,77,1952,Summer,Athletics,Athletics Men's 400 metres Hurdles,Gold
M,22,185,77,1952,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
M,29,175,67,1964,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
M,25,182,67,1972,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,25,183,75,1964,Summer,Athletics,Athletics Men's 400 metres Hurdles,Bronze
M,20,181,73,1968,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
F,14,168,53,1968,Summer,Swimming,Swimming Women's 400 metres Freestyle,Bronze
M,34,170,65,1964,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
M,20,182,76,1968,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,24,186,93,1976,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
F,24,170,62,1952,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,26,188,92,1964,Summer,Rowing,Rowing Men's Coxed Pairs,Silver
M,24,193,81,1960,Summer,Rowing,Rowing Men's Coxed Fours,Silver
M,29,193,81,1964,Summer,Rowing,Rowing Men's Coxed Pairs,Silver
