sex,age,height,weight,year,season,sport,event,medal
M,25,178,80,1980,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver
M,25,178,82,1980,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
M,22,198,85,1960,Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
M,26,181,81,1968,Summer,Boxing,Boxing Men's Light-Heavyweight,Bronze
M,22,188,85,1976,Summer,Handball,Handball Men's Handball,Silver
M,26,188,85,1980,Summer,Handball,Handball Men's Handball,Bronze
M,22,165,54,1936,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,25,183,73,1964,Summer,Athletics,Athletics Men's 200 metres,Silver
M,25,183,73,1964,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,27,187,83,1972,Summer,Athletics,Athletics Men's Triple Jump,Silver
M,28,196,92,1980,Summer,Handball,Handball Men's Handball,Gold
M,23,192,95,1976,Summer,Rowing,Rowing Men's Single Sculls,Bronze
M,27,192,95,1980,Summer,Rowing,Rowing Men's Double Sculls,Gold
M,28,190,89,1972,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,25,179,67,1956,Summer,Fencing,"Fencing Men's epee, Team",Bronze
M,33,179,67,1964,Summer,Fencing,"Fencing Men's epee, Team",Bronze
M,26,172,59,1968,Summer,Fencing,"Fencing Men's Foil, Individual",Gold
F,20,173,73,1980,Summer,Handball,Handball Women's Handball,Silver
F,27,180,83,1980,Summer,Athletics,Athletics Women's Shot Put,Bronze
M,24,181,69,1980,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
M,27,171,67,1960,Summer,Boxing,Boxing Men's Welterweight,Bronze
M,23,191,77,1968,Summer,Rowing,Rowing Men's Double Sculls,Silver
M,22,176,75,1972,Summer,Hockey,Hockey Men's Hockey,Gold
M,21,188,74,1972,Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver
M,25,188,74,1976,Summer,Athletics,Athletics Men's 110 metres Hurdles,Gold
F,25,170,61,1964,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
M,26,176,71,1960,Summer,Hockey,Hockey Men's Hockey,Bronze
M,27,180,69,1960,Summer,Hockey,Hockey Men's Hockey,Bronze
M,24,183,146,1968,Summer,Weightlifting,Weightlifting Men's Heavyweight,Bronze
M,25,181,74,1964,Summer,Rowing,Rowing Men's Double Sculls,Gold
F,16,162,67,1968,Summer,Diving,Diving Women's Platform,Gold
F,20,162,67,1972,Summer,Diving,Diving Women's Platform,Silver
M,30,177,72,1972,Summer,Football,Football Men's Football,Bronze
F,22,161,57,1964,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
M,27,174,73,1960,Summer,Football,Football Men's Football,Bronze
M,23,181,81,1964,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
M,32,176,75,1980,Summer,Sailing,Sailing Mixed Multihull,Silver
F,17,170,61,1964,Summer,Swimming,Swimming Women's 400 metres Freestyle,Gold
F,17,170,61,1964,Summer,Swimming,Swimming Women's 100 metres Backstroke,Bronze
M,22,163,57,1980,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
M,24,186,86,1980,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,24,165,57,1980,Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
M,20,193,90,1976,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver
M,28,194,84,1980,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,19,185,81,1956,Summer,Athletics,Athletics Men's High Jump,Gold
F,33,178,82,1952,Summer,Athletics,Athletics Women's Discus Throw,Bronze
M,35,179,98,1960,Summer,Shooting,Shooting Men's Trap,Gold
M,21,166,75,1956,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
M,20,196,95,1980,Summer,Handball,Handball Men's Handball,Bronze
F,22,165,64,1968,Summer,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
F,26,165,64,1972,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
M,19,190,82,1960,Summer,Rowing,Rowing Men's Coxed Fours,Silver
M,25,183,78,1968,Summer,Football,Football Men's Football,Gold
M,29,183,78,1972,Summer,Football,Football Men's Football,Silver
M,23,180,78,1972,Summer,Football,Football Men's Football,Silver
M,23,175,71,1960,Summer,Football,Football Men's Football,Bronze
M,25,182,73,1968,Summer,Football,Football Men's Football,Gold
M,32,188,81,1968,Summer,Sailing,Sailing Mixed 5.5 metres,Silver
F,15,158,43,1980,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
M,23,186,89,1980,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold
M,23,180,73,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
F,21,188,70,1976,Summer,Basketball,Basketball Women's Basketball,Silver
M,24,193,110,1936,Summer,Athletics,Athletics Men's Discus Throw,Silver
F,27,167,58,1964,Summer,Athletics,Athletics Women's 800 metres,Silver
M,29,185,125,1968,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
M,33,185,125,1972,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
M,28,174,62,1960,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
M,23,180,78,1980,Summer,Handball,Handball Men's Handball,Bronze
M,23,191,86,1964,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,22,176,74,1960,Summer,Football,Football Men's Football,Gold
M,27,190,91,1968,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,21,167,51,1976,Summer,Boxing,Boxing Men's Flyweight,Silver
M,20,183,88,1976,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
M,24,183,88,1980,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
F,30,172,63,1980,Summer,Basketball,Basketball Women's Basketball,Bronze
F,19,177,67,1980,Summer,Handball,Handball Women's Handball,Silver
F,22,172,62,1980,Summer,Basketball,Basketball Women's Basketball,Bronze
M,26,170,77,1976,Summer,Judo,Judo Men's Middleweight,Silver
M,20,207,105,1972,Summer,Basketball,Basketball Men's Basketball,Gold
M,26,171,75,1980,Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Bronze
M,33,178,86,1972,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
M,30,182,108,1960,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
M,28,168,56,1980,Summer,Athletics,Athletics Men's Marathon,Bronze
M,27,178,74,1976,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
M,27,175,73,1972,Summer,Football,Football Men's Football,Bronze
M,19,196,95,1972,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,23,196,95,1976,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,22,186,100,1936,Summer,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Silver
M,34,186,100,1948,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
F,16,153,40,1980,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
F,16,153,40,1980,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Silver
F,21,180,70,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
F,22,177,83,1976,Summer,Rowing,Rowing Women's Coxed Eights,Gold
F,26,183,72,1976,Summer,Rowing,Rowing Women's Coxless Pairs,Bronze
F,21,174,62,1976,Summer,Athletics,Athletics Women's 200 metres,Gold
F,21,174,62,1976,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
F,25,174,62,1980,Summer,Athletics,Athletics Women's 200 metres,Gold
F,25,174,62,1980,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,22,188,86,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
M,32,196,91,1976,Summer,Fencing,"Fencing Men's epee, Team",Gold
M,25,195,86,1960,Summer,Basketball,Basketball Men's Basketball,Bronze
M,29,195,86,1964,Summer,Basketball,Basketball Men's Basketball,Bronze
M,28,176,64,1936,Summer,Athletics,Athletics Men's 800 metres,Bronze
M,22,194,90,1960,Summer,Rowing,Rowing Men's Coxed Fours,Gold
F,19,160,49,1976,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
F,24,162,59,1960,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
M,25,187,78,1960,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,188,77,1972,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
F,22,166,58,1972,Summer,Athletics,Athletics Women's 100 metres Hurdles,Gold
M,25,191,90,1972,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,20,170,69,1972,Summer,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
F,15,167,61,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
F,16,170,57,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
M,22,184,82,1956,Summer,Athletics,Athletics Men's Triple Jump,Silver
F,25,177,66,1976,Summer,Rowing,Rowing Women's Coxless Pairs,Bronze
M,31,188,98,1972,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
M,22,178,71,1960,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
M,21,172,70,1956,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
M,34,172,70,1968,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
F,17,172,65,1968,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
F,21,172,65,1972,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
M,22,181,68,1960,Summer,Athletics,"Athletics Men's 1,500 metres",Gold
F,17,169,59,1964,Summer,Swimming,Swimming Women's 100 metres Freestyle,Bronze
F,17,169,59,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,17,169,59,1964,Summer,Swimming,Swimming Women's 100 metres Butterfly,Bronze
F,17,169,59,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,23,160,56,1960,Summer,Weightlifting,Weightlifting Men's Bantamweight,Bronze
M,20,182,85,1948,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
M,24,182,85,1952,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
M,28,182,85,1956,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
M,32,182,85,1960,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
F,14,158,42,1980,Summer,Diving,Diving Women's Platform,Silver
F,13,172,59,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
F,13,172,59,1972,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Silver
F,13,172,59,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
F,17,172,59,1976,Summer,Swimming,Swimming Women's 100 metres Freestyle,Gold
F,17,172,59,1976,Summer,Swimming,Swimming Women's 200 metres Freestyle,Gold
F,17,172,59,1976,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
F,17,172,59,1976,Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
F,17,172,59,1976,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,25,170,120,1976,Summer,Judo,Judo Men's Heavyweight,Bronze
M,23,161,58,1960,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,27,161,58,1964,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Gold
M,27,161,58,1964,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,27,161,58,1964,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
M,27,161,58,1964,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Gold
M,31,161,58,1968,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,31,161,58,1968,Summer,Gymnastics,Gymnastics Men's Horse Vault,Silver
M,24,202,90,1980,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,26,175,70,1964,Summer,Football,Football Men's Football,Bronze
M,25,188,95,1976,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
M,24,164,63,1956,Summer,Boxing,Boxing Men's Light-Welterweight,Gold
F,24,160,71,1980,Summer,Hockey,Hockey Women's Hockey,Gold
M,24,178,70,1960,Summer,Football,Football Men's Football,Silver
M,25,180,79,1972,Summer,Fencing,"Fencing Men's epee, Team",Gold
F,15,179,67,1980,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
M,28,184,73,1948,Summer,Athletics,"Athletics Men's 1,500 metres",Gold
M,25,185,84,1980,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
F,19,163,48,1976,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,23,176,73,1964,Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
M,28,160,64,1960,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
M,20,173,76,1952,Summer,Rowing,Rowing Men's Coxed Fours,Silver
M,22,192,89,1956,Summer,Rowing,Rowing Men's Coxed Eights,Gold
F,23,167,67,1964,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
F,27,167,67,1968,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
M,22,178,77,1976,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
M,24,185,84,1956,Summer,Basketball,Basketball Men's Basketball,Gold
M,22,183,71,1976,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,17,183,66,1976,Summer,Athletics,Athletics Men's 200 metres,Bronze
M,21,180,78,1968,Summer,Athletics,Athletics Men's 400 metres,Gold
M,21,180,78,1968,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
M,18,190,77,1980,Summer,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
M,18,190,77,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,18,159,48,1972,Summer,Boxing,Boxing Men's Light-Flyweight,Bronze
M,25,176,72,1964,Summer,Hockey,Hockey Men's Hockey,Bronze
M,29,176,72,1968,Summer,Hockey,Hockey Men's Hockey,Silver
M,21,167,67,1952,Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
M,20,183,78,1972,Summer,Fencing,"Fencing Men's epee, Team",Silver
M,22,180,77,1976,Summer,Fencing,"Fencing Men's epee, Team",Bronze
F,16,167,66,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
M,30,180,71,1948,Summer,Athletics,Athletics Men's 100 metres,Silver
M,30,180,71,1948,Summer,Athletics,Athletics Men's 200 metres,Silver
M,30,180,71,1948,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,20,163,54,1964,Summer,Boxing,Boxing Men's Bantamweight,Bronze
M,22,161,52,1952,Summer,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
M,26,161,52,1956,Summer,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
M,31,177,74,1980,Summer,Hockey,Hockey Men's Hockey,Silver
F,22,178,78,1980,Summer,Rowing,Rowing Women's Coxed Fours,Bronze
F,20,158,50,1952,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
F,24,158,50,1956,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
M,17,193,72,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
M,17,193,72,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,30,180,80,1972,Summer,Handball,Handball Men's Handball,Gold
F,23,173,58,1972,Summer,Athletics,Athletics Women's 800 metres,Gold
F,23,173,58,1972,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
M,36,179,90,1972,Summer,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Silver
M,28,187,90,1980,Summer,Boxing,Boxing Men's Heavyweight,Bronze
M,28,178,81,1960,Summer,Football,Football Men's Football,Bronze
M,20,194,95,1972,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,23,194,95,1976,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,27,194,95,1980,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,25,192,102,1972,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,29,192,102,1976,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
M,21,169,67,1956,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Bronze
M,25,169,67,1960,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
M,22,172,72,1964,Summer,Football,Football Men's Football,Gold
F,23,173,63,1968,Summer,Fencing,"Fencing Women's Foil, Team",Silver
F,26,173,63,1972,Summer,Fencing,"Fencing Women's Foil, Individual",Silver
F,26,173,63,1972,Summer,Fencing,"Fencing Women's Foil, Team",Silver
F,30,173,63,1976,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
M,23,183,70,1960,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,23,183,70,1960,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,24,172,64,1968,Summer,Athletics,Athletics Men's 800 metres,Bronze
M,33,187,95,1956,Summer,Sailing,Sailing Mixed Two Person Keelboat,Bronze
M,21,175,70,1972,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
M,28,178,78,1968,Summer,Football,Football Men's Football,Gold
M,20,175,62,1968,Summer,Football,Football Men's Football,Gold
M,26,182,82,1968,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,21,189,86,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,28,186,82,1964,Summer,Athletics,Athletics Men's Triple Jump,Silver
F,22,162,56,1968,Summer,Diving,Diving Women's Springboard,Silver
M,24,180,84,1976,Summer,Handball,Handball Men's Handball,Gold
M,28,180,84,1980,Summer,Handball,Handball Men's Handball,Silver
M,19,180,76,1960,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,23,180,76,1964,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,27,180,76,1968,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,23,177,72,1968,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
M,25,184,79,1968,Summer,Fencing,"Fencing Men's epee, Team",Gold
M,29,184,79,1972,Summer,Fencing,"Fencing Men's epee, Individual",Gold
M,29,184,79,1972,Summer,Fencing,"Fencing Men's epee, Team",Gold
M,23,173,75,1960,Summer,Boxing,Boxing Men's Middleweight,Bronze
F,17,170,60,1972,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
F,16,173,61,1964,Summer,Swimming,Swimming Women's 100 metres Backstroke,Gold
F,16,173,61,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,23,188,84,1972,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,24,180,72,1968,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
M,21,159,62,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,32,178,75,1952,Summer,Sailing,Sailing Mixed 6 metres,Silver
M,33,166,70,1976,Summer,Archery,Archery Men's Individual,Bronze
M,37,166,70,1980,Summer,Archery,Archery Men's Individual,Bronze
M,28,178,80,1952,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,37,178,80,1960,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
M,24,184,68,1976,Summer,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Bronze
F,21,159,47,1968,Summer,Athletics,Athletics Women's 100 metres,Silver
F,21,159,47,1968,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,24,180,78,1980,Summer,Judo,Judo Men's Half-Middleweight,Silver
M,19,180,75,1968,Summer,Swimming,Swimming Men's 200 metres Butterfly,Bronze
M,19,180,75,1968,Summer,Swimming,Swimming Men's 200 metres Individual Medley,Bronze
F,19,157,54,1960,Summer,Diving,Diving Women's Springboard,Bronze
M,23,193,89,1964,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,23,181,75,1956,Summer,Hockey,Hockey Men's Hockey,Bronze
M,34,182,85,1980,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
F,27,193,82,1976,Summer,Basketball,Basketball Women's Basketball,Gold
F,31,193,82,1980,Summer,Basketball,Basketball Women's Basketball,Gold
M,21,188,77,1980,Summer,Swimming,Swimming Men's 200 metres Butterfly,Gold
M,21,188,77,1980,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Silver
F,24,196,85,1980,Summer,Volleyball,Volleyball Women's Volleyball,Silver
F,27,179,88,1976,Summer,Athletics,Athletics Women's Shot Put,Bronze
M,25,190,86,1976,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
M,26,186,84,1956,Summer,Rowing,Rowing Men's Coxless Pairs,Gold
M,24,185,85,1976,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,26,167,67,1964,Summer,Athletics,Athletics Men's 100 metres,Silver
M,30,167,67,1968,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
F,24,180,80,1956,Summer,Athletics,Athletics Women's Discus Throw,Gold
M,33,172,81,1960,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
M,38,172,81,1964,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
M,38,172,81,1964,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
M,24,190,90,1972,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
M,27,190,90,1976,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
F,14,136,30,1976,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
F,19,136,30,1980,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
F,19,136,30,1980,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
F,20,159,46,1980,Summer,Rowing,Rowing Women's Coxed Fours,Silver
F,20,160,61,1980,Summer,Hockey,Hockey Women's Hockey,Bronze
M,26,198,90,1956,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,30,198,90,1960,Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
M,34,198,90,1964,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,46,198,90,1976,Summer,Sailing,Sailing Mixed Two Person Keelboat,Bronze
M,22,168,60,1980,Summer,Boxing,Boxing Men's Featherweight,Gold
M,27,182,77,1936,Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver
M,24,183,75,1968,Summer,Boxing,Boxing Men's Middleweight,Gold
F,18,161,50,1964,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Silver
M,36,176,75,1952,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
M,40,176,75,1956,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
